"Timestamp","How large is your organization?","What industry do you work in?","What type of team do to work on?","How well do you understand Prometheus? [Libraries]","How well do you understand Prometheus? [Formats]","How well do you understand Prometheus? [Server configuration]","How well do you understand Prometheus? [PromQL]","How familiar are you with OpenTelemetry? [Libraries]","How familiar are you with OpenTelemetry? [OTLP]","How familiar are you with OpenTelemetry? [Collector]","How familiar are you with OpenTelemetry? [Operator]","Which of the following instrumentation libraries or tools are you using (select all that apply):","Which of the following OpenTelemetry components are you using to deliver metrics to your backend (select all that apply):","Which of the following are you using to store metrics (select all that apply):","Which query language are you using to query metrics (select all that apply):","Which of these have you done in the past 6 months (select all that apply):","How easy have you found it to use OpenTelemetry with Prometheus?","How confusing have you found the translation between OpenTelemetry metrics and Prometheus metrics?","What have been the biggest challenges you’ve faced using OpenTelemetry with Prometheus?","What would you like to see changed or improved with OpenTelemetry’s Prometheus support?","OpenTelemetry defines the HTTP server histogram metric as http.server.request.duration, with a unit of seconds (s). Suppose you are writing a query for the 95th percentile of the same HTTP metric. Which of the following would you expect to write (regardless of what is valid/correct today), (select all that apply):","Suppose you’ve defined your own OpenTelemetry metric in Go to track how far your robot has traveled:

counter, _ := meter.Float64ObservableCounter(""robot.distance.traveled"",
       metric.WithUnit(""mm"")
   )
   // Call counter.Add() each time the robot moves.

Which of the following would you expect to write (regardless of what is valid/correct today), (select all that apply):","Imagine you know that your node’s OpenTelemetry instrumentation defines a node.time metric, but you don’t remember its unit. Someone complains about a flaky alert, so you open a YAML file with your alert configuration. Which of the following you prefer the most (select all that apply):","Which of the following describes your opinion on units in metric names (select one):","Which of the following describes your opinion on dots vs underscores in metric names (select one):"
"2024/05/16 4:07:38 PM AST","0-50","Technology","Platform engineering","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Not at all familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Prometheus exporters (e.g. node_exporter);OpenTelemetry Metric Client Libraries;OpenTelemetry auto-instrumentation agents","OpenTelemetry Collector Simple Prometheus receiver;OpenTelemetry Collector Prometheus remote write exporter;Prometheus Client OTLP export.","An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.)","PromQL","Added a metric to an application;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert","2","3","None","N/A","histogram_quantile(0.95, rate({""http.server.request.duration_bucket""}[5m]))","rate({""robot.distance.traveled_millimeters""}[5m])","expr: timestamp(node_time) - (1e-9 * node_time) >  5;expr: timestamp({""node.time""}) - (1e-9 * {""node.time""}) >  5","I don’t care, but just don’t break whatever the current behavior is.","I like the dots better, and am glad OpenTelemetry chose to use them in metric names, let’s make sure dots works better in Prometheus"
"2024/05/17 4:07:01 AM AST","100-1,000","Technology","SRE","Expert","Expert","Expert","Expert","Expert","Expert","Expert","Not at all familiar","Prometheus Client Libraries;Prometheus exporters (e.g. node_exporter);OpenTelemetry Metric Client Libraries;OpenTelemetry Trace Client Libraries;OpenTelemetry auto-instrumentation agents","OpenTelemetry Language SDK Prometheus exporters;OpenTelemetry Collector Prometheus receiver;OpenTelemetry Collector Prometheus exporter;OpenTelemetry Collector Prometheus remote write exporter","The Prometheus Server","PromQL","Added a metric to an application;Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert;Created or edited a recording rule","2","4","In recent otel-javaagent changes metric names changed and units in metric names are not consostent.","Consisten units in metric names…","histogram_quantile(0.95, rate(http_server_request_duration_bucket[5m]))","rate(robot_distance_traveled[5m])","expr: timestamp(node_time) - (1e-9 * node_time) >  5","Units should generally not be added to metric names. Instead, units should be separate metadata, like the metric description. If you need to know the units for queries in alerts and dashboards, you will go look them up.","All dots should be changed to underscores when translating to Prometheus. That way, metric names match the format used by the rest of the Prometheus ecosystem."
"2024/05/17 6:47:08 AM AST","0-50","Technology","Operations","Not at all familiar","Somewhat familiar","Not at all familiar","Not at all familiar","Not at all familiar","Not at all familiar","Somewhat familiar","Not at all familiar","Prometheus Client Libraries;OpenTelemetry auto-instrumentation agents;","OpenTelemetry Language SDK Prometheus exporters;OpenTelemetry Collector Prometheus receiver;OpenTelemetry Collector Simple Prometheus receiver;OpenTelemetry Collector Prometheus exporter;OpenTelemetry Collector Prometheus remote write exporter;Prometheus Client OTLP export.;Prometheus Server OTLP ingestion","The Prometheus Server;An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.);A Prometheus-compatible (or PromQL compatible) solution from a vendor;A backend not associated with Prometheus, not compatible with PromQL","A different open source query language (specify what under Other)","Added a metric to an application;Configured collection or routing of metrics;Created or edited a dashboard for displaying metrics;Created or edited a recording rule","2","2","ليس الكثير","استخدام المواقع بصورتي","histogram_quantile(0.95, rate({""http.server.request.duration""}[5m]))","rate({""robot.distance.traveled""}[5m]);rate({""robot.distance.traveled_millimeters""}[5m]);rate({""robot.distance.traveled_millimeters_total""}[5m]);rate({""robot.distance.traveled_total""}[5m]);rate(robot_distance_traveled[5m]);rate(robot_distance_traveled_millimeters_total[5m])","expr: timestamp({""node.time""}) - (1e-9 * {""node.time""}) >  5","I don’t care, but just don’t break whatever the current behavior is.","I don’t care, but don’t break whatever the current behavior is."
"2024/05/18 2:50:14 AM AST",">1,000","Telco","Platform engineering","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Expert","Expert","Prometheus exporters (e.g. node_exporter)","OpenTelemetry Collector Prometheus receiver;OpenTelemetry Collector Prometheus remote write exporter","An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.)","PromQL","Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert","2","2","Educating people (tech and business) that we don't have a Prometheus instance anymore","See operator's #1669 closed soon, separate target allocator CRD to have it VPA-scaled","histogram_quantile(0.95, rate(http_server_request_duration_bucket[5m]))","rate(robot_distance_traveled[5m])","expr: timestamp(node_time_nanoseconds) - (1e-9 * node_time_nanoseconds) >  5","We should recommend adding units to metric names, for the reasons above, but let users decide if they should add them or not.","I don’t care, but don’t break whatever the current behavior is."
"2024/05/19 5:18:13 AM AST","100-1,000","Technology","DevOps","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Prometheus exporters (e.g. node_exporter);OpenTelemetry auto-instrumentation agents","OpenTelemetry Language SDK Prometheus exporters","An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.)","PromQL","Added a metric to an application;Created or edited a dashboard for displaying metrics","3","3","Even if you use a  agent, still need to manually associate the trace id.","Fully automated to collect observable data","histogram_quantile(0.95, rate({""http.server.request.duration_seconds_bucket""}[5m]))","rate({""robot.distance.traveled_millimeters_total""}[5m])","expr: timestamp(node_time_nanoseconds) - (1e-9 * node_time_nanoseconds) >  5;expr: timestamp({""node.time_nanoseconds""}) - (1e-9 * {""node.time_nanoseconds""}) >  5","Units should be required to be part of the metric name. Without them, it is hard to write proper queries, write or read alerts e.g. in YAML, and build dashboards.","I wish OpenTelemetry had chosen to use underscores to match Prometheus syntactic requirements, I believe this decision should be revisited, it’s worth the time and breaking existing OTel users."
"2024/05/19 7:25:22 PM AST","100-1,000","Technology","DevOps","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Prometheus Client Libraries;Prometheus exporters (e.g. node_exporter);OpenTelemetry Metric Client Libraries;OpenTelemetry auto-instrumentation agents","OpenTelemetry Language SDK Prometheus exporters","The Prometheus Server;An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.)","PromQL","Added a metric to an application;Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert;Created or edited a recording rule","3","2","Unstable status of the specs.","Some HTTP / RPC metrics use seconds and some use milliseconds as the unit of choice (as per sem conv).","histogram_quantile(0.95, rate(http_server_request_duration_seconds_bucket[5m]))","rate(robot_distance_traveled_millimeters_total[5m])","expr: timestamp(node_time_nanoseconds) - (1e-9 * node_time_nanoseconds) >  5","Units should be required to be part of the metric name. Without them, it is hard to write proper queries, write or read alerts e.g. in YAML, and build dashboards.","All dots should be changed to underscores when translating to Prometheus. That way, metric names match the format used by the rest of the Prometheus ecosystem."
"2024/05/20 5:00:14 PM AST","0-50","Technology","Dev","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Expert","Expert","Somewhat familiar","Not at all familiar","OpenTelemetry Metric Client Libraries;OpenTelemetry Trace Client Libraries;OpenTelemetry Logging Client Libraries","None of the Above","An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.)","PromQL","Added a metric to an application;Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics","2","2","N/A","N/A","histogram_quantile(0.95, rate({""http.server.request.duration""}[5m]));histogram_quantile(0.95, rate({""http.server.request.duration_seconds""}[5m]))","rate({""robot.distance.traveled""}[5m])","expr: timestamp({""node.time""}) - (1e-9 * {""node.time""}) >  5","Units should generally not be added to metric names. Instead, units should be separate metadata, like the metric description. If you need to know the units for queries in alerts and dashboards, you will go look them up.","I like the dots better, and am glad OpenTelemetry chose to use them in metric names, let’s make sure dots works better in Prometheus"
"2024/05/21 9:57:41 AM AST",">1,000","Financial","Architecture Cloud","Not at all familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Prometheus exporters (e.g. node_exporter);OpenTelemetry auto-instrumentation agents","OpenTelemetry Collector Prometheus remote write exporter","An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.)","PromQL","Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert;Created or edited a recording rule","2","3","The collector prometheus receiver is very limited (support for crds, scalability, HA)","Better receiver for scrapping prometheus, an easy way to transform specific resource attributes to labels without having to use ottl function (right now it is all or nothing with resource_to_telemetry_conversion property)","histogram_quantile(0.95, rate({""http.server.request.duration_seconds""}[5m]))","rate({""robot.distance.traveled_millimeters""}[5m]);rate({""robot.distance.traveled_millimeters_total""}[5m])","expr: timestamp(node_time_nanoseconds) - (1e-9 * node_time_nanoseconds) >  5","Units should be required to be part of the metric name. Without them, it is hard to write proper queries, write or read alerts e.g. in YAML, and build dashboards.","I wish OpenTelemetry had chosen to use underscores to match Prometheus syntactic requirements, but we should leave the dots in-place."
"2024/05/21 7:04:52 PM AST","100-1,000","Security","Platform engineering","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Prometheus Client Libraries;Prometheus exporters (e.g. node_exporter);OpenTelemetry Metric Client Libraries","OpenTelemetry Language SDK Prometheus exporters;Prometheus Server OTLP ingestion","The Prometheus Server;An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.);A Prometheus-compatible (or PromQL compatible) solution from a vendor","PromQL","Added a metric to an application;Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics","2","3","OpenTelemetry has concepts that don't exist in Prometheus such as resources. It was surprising to add an attribute to a resource but not have it propogate to the metric when exporting as prometheus","The ability to change attributes of metrics so that I can make them match the same conventions we use with Prometheus today.","histogram_quantile(0.95, rate({""http.server.request.duration""}[5m]));histogram_quantile(0.95, rate({""http.server.request.duration_seconds""}[5m]))","rate({""robot.distance.traveled""}[5m]);rate({""robot.distance.traveled_millimeters_total""}[5m])","expr: timestamp({""node.time_nanoseconds""}) - (1e-9 * {""node.time_nanoseconds""}) >  5","We should recommend adding units to metric names, for the reasons above, but let users decide if they should add them or not.","I don’t care, but don’t break whatever the current behavior is."
"2024/05/22 11:20:27 AM AST",">1,000","Technology","Observability","Somewhat familiar","Somewhat familiar","Expert","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Prometheus Client Libraries;Prometheus exporters (e.g. node_exporter);OpenTelemetry Metric Client Libraries;OpenTelemetry Trace Client Libraries","OpenTelemetry Collector Prometheus receiver;OpenTelemetry Collector Simple Prometheus receiver;OpenTelemetry Collector Prometheus exporter;OpenTelemetry Collector Prometheus remote write exporter;Prometheus Client OTLP export.;Prometheus Server OTLP ingestion","The Prometheus Server;An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.)","PromQL","Added a metric to an application;Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert;Created or edited a recording rule","1","1","Pushing otel vs pulling prom","N/A","histogram_quantile(0.95, rate(http_server_request_duration_bucket[5m]))","rate(robot_distance_traveled_millimeters_total[5m])","expr: timestamp(node_time_nanoseconds) - (1e-9 * node_time_nanoseconds) >  5","We should recommend adding units to metric names, for the reasons above, but let users decide if they should add them or not.","I wish OpenTelemetry had chosen to use underscores to match Prometheus syntactic requirements, I believe this decision should be revisited, it’s worth the time and breaking existing OTel users."
"2024/05/22 7:11:16 PM AST",">1,000","Technology","Platform engineering","Not at all familiar","Somewhat familiar","Not at all familiar","Somewhat familiar","Expert","Expert","Expert","Somewhat familiar","OpenTelemetry Metric Client Libraries;OpenTelemetry Trace Client Libraries;OpenTelemetry auto-instrumentation agents","OpenTelemetry Collector Prometheus receiver;OpenTelemetry Collector Simple Prometheus receiver","A Prometheus-compatible (or PromQL compatible) solution from a vendor","PromQL","Added a metric to an application;Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert","4","3","Lack of ability to easily query on Otel Resource attributes in PromQL (doing a left join on target_info{} is *not* an answer).  Change in naming convention (e.g. always changing the ""."" to an ""_"".  The inconsistency (in general - e.g. added suffixes for units/total) between names in Otel Semantic Conventions and Prometheus metrics.  ""job"" vs ""service.namespace/service.name"".  The need for ""service.instance.id"" to satisfy Prometheus' ""instance"" requirement.","Allow ""."" in Prometheus metric names.  More examples of how to write recording rules in Prometheus receiver in Otel Collector documentation for people who are *not* Prometheus experts, but are OpenTelemetry experts.","histogram_quantile(0.95, rate({""http.server.request.duration""}[5m]));histogram_quantile(0.95, rate({""http.server.request.duration_seconds""}[5m]))","rate({""robot.distance.traveled""}[5m]);rate({""robot.distance.traveled_millimeters""}[5m])","expr: timestamp(node_time) - (1e-9 * node_time) >  5;expr: timestamp({""node.time""}) - (1e-9 * {""node.time""}) >  5","Units should generally not be added to metric names. Instead, units should be separate metadata, like the metric description. If you need to know the units for queries in alerts and dashboards, you will go look them up.","I like the dots better, and am glad OpenTelemetry chose to use them in metric names, let’s make sure dots works better in Prometheus"
"2024/05/23 2:50:04 PM AST",">1,000","Technology","DevOps","Somewhat familiar","Somewhat familiar","Expert","Expert","Expert","Expert","Expert","Expert","OpenTelemetry Metric Client Libraries;OpenTelemetry Trace Client Libraries;OpenTelemetry auto-instrumentation agents","OpenTelemetry Language SDK Prometheus exporters;OpenTelemetry Language SDK Prometheus bridges;OpenTelemetry Collector Prometheus receiver;OpenTelemetry Collector Simple Prometheus receiver;OpenTelemetry Collector Prometheus exporter;OpenTelemetry Collector Prometheus remote write exporter;Prometheus Client OTLP export.;Prometheus Server OTLP ingestion","The Prometheus Server;A Prometheus-compatible (or PromQL compatible) solution from a vendor","PromQL","Added a metric to an application;Configured collection or routing of metrics","5","5","Querying the metric data with promql  for alerting in alert manager. ","Opetemtelemetry metric s should be match the Prometheus metric s. ","histogram_quantile(0.95, rate({""http.server.request.duration""}[5m]));histogram_quantile(0.95, rate({""http.server.request.duration_seconds""}[5m]))","rate({""robot.distance.traveled""}[5m]);rate({""robot.distance.traveled_millimeters""}[5m]);rate({""robot.distance.traveled_millimeters_total""}[5m])","expr: timestamp(node_time) - (1e-9 * node_time) >  5;expr: timestamp({""node.time""}) - (1e-9 * {""node.time""}) >  5;expr: timestamp(node_time_nanoseconds) - (1e-9 * node_time_nanoseconds) >  5;expr: timestamp({""node.time_nanoseconds""}) - (1e-9 * {""node.time_nanoseconds""}) >  5","Units should be required to be part of the metric name. Without them, it is hard to write proper queries, write or read alerts e.g. in YAML, and build dashboards.","I wish OpenTelemetry had chosen to use underscores to match Prometheus syntactic requirements, but we should leave the dots in-place."
"2024/05/23 10:05:32 PM AST","100-1,000","Technology","SRE","Somewhat familiar","Somewhat familiar","Expert","Expert","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Prometheus exporters (e.g. node_exporter);OpenTelemetry Trace Client Libraries;OpenTelemetry auto-instrumentation agents","OpenTelemetry Language SDK Prometheus exporters;OpenTelemetry Collector Prometheus receiver;OpenTelemetry Collector Simple Prometheus receiver;OpenTelemetry Collector Prometheus remote write exporter;Prometheus Client OTLP export.;Prometheus Server OTLP ingestion","The Prometheus Server;An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.);A Prometheus-compatible (or PromQL compatible) solution from a vendor;A backend not associated with Prometheus, not compatible with PromQL","PromQL;SQL;A different open source query language (specify what under Other)","Added a metric to an application;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert;Created or edited a recording rule","4","4","Not able to validate the latency values and struggling with alerting with MS Team","More features to handle alerting and latency valuesnof endpoints ","histogram_quantile(0.95, rate({""http.server.request.duration""}[5m]));histogram_quantile(0.95, rate({""http.server.request.duration_seconds""}[5m]));histogram_quantile(0.95, rate({""http.server.request.duration_seconds_bucket""}[5m]));histogram_quantile(0.95, rate({""http.server.request.duration_bucket""}[5m]));histogram_quantile(0.95, rate(http_server_request_duration_bucket[5m]));histogram_quantile(0.95, rate(http_server_request_duration_seconds_bucket[5m]))","rate({""robot.distance.traveled_millimeters""}[5m]);rate({""robot.distance.traveled_millimeters_total""}[5m]);rate(robot_distance_traveled[5m])","expr: timestamp(node_time) - (1e-9 * node_time) >  5;expr: timestamp({""node.time""}) - (1e-9 * {""node.time""}) >  5;expr: timestamp(node_time_nanoseconds) - (1e-9 * node_time_nanoseconds) >  5","Units should be required to be part of the metric name. Without them, it is hard to write proper queries, write or read alerts e.g. in YAML, and build dashboards.","All dots should be changed to underscores when translating to Prometheus. That way, metric names match the format used by the rest of the Prometheus ecosystem."
"2024/05/24 8:12:30 AM AST",">1,000","Retail","Platform engineering","Somewhat familiar","Somewhat familiar","Not at all familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Not at all familiar","Prometheus Client Libraries;OpenTelemetry Metric Client Libraries;OpenTelemetry Trace Client Libraries;OpenTelemetry auto-instrumentation agents","OpenTelemetry Collector Prometheus receiver;OpenTelemetry Collector Prometheus remote write exporter;Prometheus Client OTLP export.","The Prometheus Server","PromQL","Added a metric to an application;Created or edited a dashboard for displaying metrics;Created or edited an alert","3","2","Prometheus Remote Write Setup","Easier Ingestion into Prometheus","histogram_quantile(0.95, rate(http_server_request_duration_bucket[5m]))","rate(robot_distance_traveled[5m])","expr: timestamp(node_time) - (1e-9 * node_time) >  5","Units should generally not be added to metric names. Instead, units should be separate metadata, like the metric description. If you need to know the units for queries in alerts and dashboards, you will go look them up.","I like the dots better, and am glad OpenTelemetry chose to use them in metric names, let’s make sure dots works better in Prometheus"
"2024/05/24 8:30:17 AM AST",">1,000","Technology","SRE","Somewhat familiar","Somewhat familiar","Expert","Expert","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Prometheus exporters (e.g. node_exporter);OpenTelemetry Metric Client Libraries;OpenTelemetry Trace Client Libraries;OpenTelemetry auto-instrumentation agents","OpenTelemetry Collector Prometheus receiver;OpenTelemetry Collector Simple Prometheus receiver;OpenTelemetry Collector Prometheus exporter;OpenTelemetry Collector Prometheus remote write exporter","The Prometheus Server;A Prometheus-compatible (or PromQL compatible) solution from a vendor","PromQL","Configured collection or routing of metrics","4","5","Not able to create alerts using PromQL queries on top of the OpenTelemetry-generated metrics.Ensure that the metric names and labels used in PromQL queries match exactly with those generated by OpenTelemetry.",".Ensure that the metric names and labels used in PromQL queries match exactly with those generated by OpenTelemetry.","histogram_quantile(0.95, rate(http_server_request_duration_seconds_bucket[5m]))","rate(robot_distance_traveled[5m]);rate(robot_distance_traveled_millimeters_total[5m])","expr: timestamp(node_time_nanoseconds) - (1e-9 * node_time_nanoseconds) >  5","Units should be required to be part of the metric name. Without them, it is hard to write proper queries, write or read alerts e.g. in YAML, and build dashboards.","All dots should be changed to underscores when translating to Prometheus. That way, metric names match the format used by the rest of the Prometheus ecosystem."
"2024/05/24 8:31:17 AM AST","100-1,000","Technology","SRE","Somewhat familiar","Somewhat familiar","Expert","Expert","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Prometheus exporters (e.g. node_exporter);OpenTelemetry Metric Client Libraries;OpenTelemetry Trace Client Libraries;OpenTelemetry auto-instrumentation agents","OpenTelemetry Collector Prometheus receiver;OpenTelemetry Collector Simple Prometheus receiver;OpenTelemetry Collector Prometheus exporter;OpenTelemetry Collector Prometheus remote write exporter","The Prometheus Server;A Prometheus-compatible (or PromQL compatible) solution from a vendor","PromQL","Configured collection or routing of metrics","4","5","One of the biggest challenges we've faced using OpenTelemetry with Prometheus is obtaining valid latency values from the OpenTelemetry endpoint, as the values reported in Prometheus do not match those in Jaeger, making validation difficult. Additionally, we have struggled to implement effective alerting to Microsoft Teams using Prometheus Alertmanager because the OpenTelemetry data lacks the necessary span IDs and other required labels and fields. These issues have hindered our ability to accurately monitor and alert on system performance.","I would like to see improvements in the accuracy and consistency of latency values reported by the OpenTelemetry endpoint. Additionally, enhancing support for alerting integration with Prometheus Alertmanager, by ensuring the availability of necessary identifiers like span IDs and other required labels and fields in the OpenTelemetry data, would greatly improve our ability to monitor and alert on system performance effectively. We aiming to utilize OpenTelemetry to monitor our application endpoints and implement alerting functionality based on predefined latency thresholds. If any endpoint exceeds these defined latency values, we expect the system to trigger an alert to Microsoft Teams. This proactive approach will enable us to promptly identify and address issues related to specific application endpoints, ensuring optimal performance and user experience.","histogram_quantile(0.95, rate(http_server_request_duration_seconds_bucket[5m]))","rate(robot_distance_traveled[5m]);rate(robot_distance_traveled_millimeters_total[5m])","expr: timestamp(node_time_nanoseconds) - (1e-9 * node_time_nanoseconds) >  5","Units should be required to be part of the metric name. Without them, it is hard to write proper queries, write or read alerts e.g. in YAML, and build dashboards.","All dots should be changed to underscores when translating to Prometheus. That way, metric names match the format used by the rest of the Prometheus ecosystem."
"2024/05/24 8:33:15 AM AST","100-1,000","Technology","DevOps","Somewhat familiar","Somewhat familiar","Expert","Expert","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Prometheus exporters (e.g. node_exporter);OpenTelemetry Metric Client Libraries;OpenTelemetry Trace Client Libraries;OpenTelemetry auto-instrumentation agents","OpenTelemetry Collector Prometheus receiver;OpenTelemetry Collector Simple Prometheus receiver;OpenTelemetry Collector Prometheus exporter;OpenTelemetry Collector Prometheus remote write exporter","The Prometheus Server;A Prometheus-compatible (or PromQL compatible) solution from a vendor","PromQL","Configured collection or routing of metrics","4","5","One of the biggest challenges we've faced using OpenTelemetry with Prometheus is obtaining valid latency values from the OpenTelemetry endpoint, as the values reported in Prometheus do not match those in Jaeger, making validation difficult. Additionally, we have struggled to implement effective alerting to Microsoft Teams using Prometheus Alertmanager because the OpenTelemetry data lacks the necessary span IDs and other required labels and fields. These issues have hindered our ability to accurately monitor and alert on system performance.","I would like to see improvements in the accuracy and consistency of latency values reported by the OpenTelemetry endpoint. Additionally, enhancing support for alerting integration with Prometheus Alertmanager, by ensuring the availability of necessary identifiers like span IDs and other required labels and fields in the OpenTelemetry data, would greatly improve our ability to monitor and alert on system performance effectively. We aiming to utilize OpenTelemetry to monitor our application endpoints and implement alerting functionality based on predefined latency thresholds. If any endpoint exceeds these defined latency values, we expect the system to trigger an alert to Microsoft Teams. This proactive approach will enable us to promptly identify and address issues related to specific application endpoints, ensuring optimal performance and user experience.","histogram_quantile(0.95, rate(http_server_request_duration_seconds_bucket[5m]))","rate(robot_distance_traveled[5m]);rate(robot_distance_traveled_millimeters_total[5m])","expr: timestamp(node_time_nanoseconds) - (1e-9 * node_time_nanoseconds) >  5","Units should be required to be part of the metric name. Without them, it is hard to write proper queries, write or read alerts e.g. in YAML, and build dashboards.","All dots should be changed to underscores when translating to Prometheus. That way, metric names match the format used by the rest of the Prometheus ecosystem."
"2024/05/24 8:46:53 AM AST","100-1,000","Technology","SRE","Somewhat familiar","Somewhat familiar","Expert","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Prometheus exporters (e.g. node_exporter);OpenTelemetry Metric Client Libraries;OpenTelemetry Trace Client Libraries;OpenTelemetry auto-instrumentation agents","OpenTelemetry Collector Prometheus receiver;OpenTelemetry Collector Simple Prometheus receiver;OpenTelemetry Collector Prometheus exporter;OpenTelemetry Collector Prometheus remote write exporter","The Prometheus Server;A Prometheus-compatible (or PromQL compatible) solution from a vendor","PromQL","Configured collection or routing of metrics;Created or edited an alert","3","4","One of the biggest challenges we've faced using OpenTelemetry with Prometheus is obtaining valid latency values from the OpenTelemetry endpoint, as the values reported in Prometheus do not match those in Jaeger, making validation difficult. Additionally, we have struggled to implement effective alerting to Microsoft Teams using Prometheus Alertmanager because the OpenTelemetry data lacks the necessary span IDs and other required labels and fields. These issues have hindered our ability to accurately monitor and alert on system performance.","I would like to see improvements in the accuracy and consistency of latency values reported by the OpenTelemetry endpoint. Additionally, enhancing support for alerting integration with Prometheus Alertmanager, by ensuring the availability of necessary identifiers like span IDs and other required labels and fields in the OpenTelemetry data, would greatly improve our ability to monitor and alert on system performance effectively. We aiming to utilize OpenTelemetry to monitor our application endpoints and implement alerting functionality based on predefined latency thresholds. If any endpoint exceeds these defined latency values, we expect the system to trigger an alert to Microsoft Teams. This proactive approach will enable us to promptly identify and address issues related to specific application endpoints, ensuring optimal performance and user experience.","histogram_quantile(0.95, rate(http_server_request_duration_seconds_bucket[5m]))","rate(robot_distance_traveled[5m]);rate(robot_distance_traveled_millimeters_total[5m])","expr: timestamp(node_time_nanoseconds) - (1e-9 * node_time_nanoseconds) >  5","Units should be required to be part of the metric name. Without them, it is hard to write proper queries, write or read alerts e.g. in YAML, and build dashboards.","All dots should be changed to underscores when translating to Prometheus. That way, metric names match the format used by the rest of the Prometheus ecosystem."
