Timestamp,1. How large is your organization?,2.  What industry do you work in?,3.  What type of team do you work on?,4.  Do you work for an Observability or APM vendor?,5.  Are you running OpenTelemetry in Production?,6.  Where in your Observability journey is your organization?,1. How many Collectors do you run in your organization?,2. Where do you deploy your Collectors? (select all that apply),3. What Kubernetes deployment scenarios do you use your Collectors in? (select all that apply),4. How do you deploy the OTel Collector on Kubernetes??,5. Do you build your own Collector distribution?,6. Do you use the OTel Collector Builder to build your own OTel Collector distribution?,7. How easy do you find it to build your own OTel Collector distributions with the Collector Builder?,8. Do you monitor your Collectors using internal Collector telemetry?,"9. If you monitor your Collectors, what telemetry do you collect when monitoring them? (select all that apply)",10. Which of the following Exporters do you use? (select all that apply),11. Which of the following Receivers do you use? (select all that apply),12. Which of the following processors do you use? (select all that apply),13. Which of the following connectors do you use? (select all that apply),14. Which of the following extensions do you use? (select all that apply),15. What kind of improvement would you most like to see for the Collector?,1. Have you used the Collector documentation on opentelemetry.io?,"2. Overall, how satisfied are you with the Collector documentation on opentelemetry.io?","3. If you could improve one part of the Collector documentation, what would it be and why?"
9/11/2025 16:50:31,100-999 employees,Technology,Observability,No,Yes,Expert - We have a well-established observability practice,More than 1000,Kubernetes,On every host (i.e k8s daemonset),Kubernetes manifests,Yes,Yes,3,Yes,"Logs, Metrics","otelarrowexporter, otlpexporter, otlphttpexporter, prometheusremotewriteexporter","filelogreceiver, hostmetricsreceiver, k8seventsreceiver, kubeletstatsreceiver, otelarrowreceiver, otlpreceiver, prometheusreceiver, tcplogreceiver","attributesprocessor, batchprocessor, filterprocessor, k8sattributesprocessor, resourcedetectionprocessor, resourceprocessor, routingprocessor, spanmetricsprocessor, spanprocessor","routingconnector, spanmetricsconnector","headerssetterextension, healthcheckv2extension","Configuration management and resolution, Support for more receivers or exporters",Yes,3,
9/11/2025 21:51:59,1000+ employees,Technology,DevOps,No,No,Beginner - Learning about observability / Have used monitoring tools,1,Kubernetes,As a gateway (i.e. k8s deployment),Other Helm Chart (e.g. vendor's),No,No,,No,,"otlpexporter, otlphttpexporter","k8sclusterreceiver, k8seventsreceiver, k8slogreceiver, k8sobjectsreceiver, kafkametricsreceiver, kubeletstatsreceiver","logdedupprocessor, logstransformprocessor",otlpjsonconnector,none,Configuration management and resolution,Yes,2,
9/13/2025 0:55:20,100-999 employees,Finance,Dev,Yes,Yes,Intermediate - We are setting up an observability practice,1,"Kubernetes, Virtual Machine (VM), Docker on my desktop, Docker Compose",On every host (i.e k8s daemonset),OTel Collector Helm Chart,No,No,1,Yes,"Logs, Metrics, Traces","otlpexporter, prometheusexporter",otlpreceiver,"attributesprocessor, batchprocessor, servicegraphprocessor, spanmetricsprocessor, tailsamplingprocessor","servicegraphconnector, spanmetricsconnector",healthcheckextension,"Stability, Collector observability",Yes,5,
9/13/2025 15:04:38,50-99 employees,Technology,Platform Engineering,No,Yes,Intermediate - We are setting up an observability practice,Between 2 and 5,Kubernetes,As a gateway (i.e. k8s deployment),OTel Collector Helm Chart,No,No,,No,Logs,"debugexporter, googlemanagedprometheusexporter, otlpexporter",googlecloudmonitoringreceiver,batchprocessor,countconnector,"healthcheckv2extension, zpages",Collector observability,Yes,2,
9/15/2025 19:44:20,1000+ employees,Technology,SRE,No,Yes,Expert - We have a well-established observability practice,More than 1000,"Kubernetes, Virtual Machine (VM), Docker Compose","On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment)",Other Helm Chart (e.g. vendor's),Yes,No,,Yes,"Logs, Metrics","datadogexporter, debugexporter, elasticsearchexporter, fileexporter, googlecloudexporter, googlecloudpubsubexporter, googlemanagedprometheusexporter, otlpexporter, otlphttpexporter","dockerstatsreceiver, elasticsearchreceiver, filelogreceiver, filereceiver, filestatsreceiver, googlecloudpubsubreceiver, hostmetricsreceiver, journaldreceiver, k8sclusterreceiver, k8sobjectsreceiver, kubeletstatsreceiver, opencensusreceiver, otlpreceiver, postgresqlreceiver, prometheusreceiver, sqlqueryreceiver","batchprocessor, datadogprocessor, filterprocessor, k8sattributesprocessor, memorylimiterprocessor, metricstarttimeprocessor, redactionprocessor, resourcedetectionprocessor, resourceprocessor, transformprocessor",otlpjsonconnector,"googleclientauthextension, filestorage, healthcheckextension","Stability, Collector observability",Yes,3,
9/15/2025 19:52:15,1000+ employees,Finance,SRE,No,Yes,Expert - We have a well-established observability practice,Between 101 and 1000,"Kubernetes, Virtual Machine (VM), Bare Metal","Next to my application (i.e. k8s sidecar), On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment), In a stateful scenario (ie k8s statefulset)",OTel Collector Helm Chart,No,No,3,Yes,"Logs, Metrics, Traces","awss3exporter, coralogixexporter, fileexporter, kafkaexporter, otlphttpexporter","filelogreceiver, hostmetricsreceiver, k8sclusterreceiver, k8seventsreceiver, k8sobjectsreceiver, kafkametricsreceiver, kafkareceiver, kubeletstatsreceiver, mysqlreceiver, nginxreceiver, otlpreceiver, prometheusreceiver, syslogreceiver","attributesprocessor, batchprocessor, coralogixprocessor, cumulativetodeltaprocessor, deltatorateprocessor, filterprocessor, groupbyattrsprocessor, groupbytraceprocessor, k8sattributesprocessor, logdedupprocessor, metricstransformprocessor, redactionprocessor, resourcedetectionprocessor, resourceprocessor, tailsamplingprocessor, transformprocessor","countconnector, routingconnector, servicegraphconnector, signaltometricsconnector, spanmetricsconnector, sumconnector","healthcheckextension, k8sleaderelector, opampextension, storage, zpages","Stability, Collector observability, Configuration management and resolution, Support for more receivers or exporters",Yes,4,
9/17/2025 16:27:21,1000+ employees,Energy ,Platform Engineering,No,No,Intermediate - We are setting up an observability practice,Between 2 and 5,"Docker Compose, AWS ECS",Next to my application (i.e. k8s sidecar),I don't deploy the OTel Collector on Kubernetes,No,No,,No,"Metrics, Traces","awsemfexporter, awsxrayexporter, otlphttpexporter",otlpreceiver,"batchprocessor, filterprocessor, resourcedetectionprocessor, resourceprocessor",none,"awsproxy, healthcheckextension, zpages",Configuration management and resolution,Yes,3,Receiver/processor/exporter settings
9/17/2025 22:13:12,1000+ employees,Technology,Observability,Yes,No,Expert - We have a well-established observability practice,I don't know,"Kubernetes, Virtual Machine (VM), Bare Metal",As a gateway (i.e. k8s deployment),OTel Collector Helm Chart,Yes,Yes,3,Yes,Metrics,otlpexporter,"hostmetricsreceiver, syslogreceiver","batchprocessor, tailsamplingprocessor, transformprocessor",spanmetricsconnector,"oauth2clientauthextension, oidcauthextension","Stability, Collector observability, Configuration management and resolution",Yes,5,Additional platform support
9/18/2025 6:10:23,100-999 employees,Technology,Dev,No,Yes,Expert - We have a well-established observability practice,Between 101 and 1000,"Kubernetes, Virtual Machine (VM), Bare Metal, Docker on my desktop, Docker Compose",On every host (i.e k8s daemonset),OTel Operator,Yes,Yes,3,Yes,"Logs, Metrics","datadogexporter, prometheusexporter, sumologicexporter","dockerstatsreceiver, filelogreceiver, filereceiver, k8sclusterreceiver, k8sobjectsreceiver, otlpreceiver, postgresqlreceiver, syslogreceiver","attributesprocessor, batchprocessor, datadogprocessor, resourcedetectionprocessor, sumologicprocessor",datadogconnector,sumologicextension,Support for more receivers or exporters,Yes,2,
9/18/2025 6:17:17,1000+ employees,Technology,Dev,No,Yes,Expert - We have a well-established observability practice,More than 1000,"Kubernetes, Virtual Machine (VM), Docker on my desktop, Docker Compose, Cloud Foundry (via buildpack)","On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment)",Custom operator from Kyma Telemetry module,No,No,,Yes,"Logs, Metrics","fileexporter, kafkaexporter, loggingexporter, opensearchexporter, otlpexporter, otlphttpexporter, prometheusexporter, prometheusremotewriteexporter","awscloudwatchmetricsreceiver, awscloudwatchreceiver, awscontainerinsightreceiver, awsecscontainermetricsreceiver, filereceiver, filestatsreceiver, fluentforwardreceiver, jaegerreceiver, k8sclusterreceiver, k8seventsreceiver, k8slogreceiver, k8sobjectsreceiver, kafkametricsreceiver, kafkareceiver, kubeletstatsreceiver, otlpreceiver, pprofreceiver, prometheusreceiver, saphanareceiver","attributesprocessor, batchprocessor, cumulativetodeltaprocessor, filterprocessor, groupbyattrsprocessor, groupbytraceprocessor, k8sattributesprocessor, logdedupprocessor, logstransformprocessor, metricstransformprocessor, resourceprocessor, routingprocessor, spanmetricsprocessor, spanprocessor, transformprocessor","countconnector, otlpjsonconnector, routingconnector, spanmetricsconnector","basicauthextension, bearertokenauthextension, cgroupruntimeextension, healthcheckv2extension, oidcauthextension, opampcustommessages, opampextension, pprofextension","Dynamic reconfiguration without restarts, fleet management",Yes,4,
9/22/2025 3:02:44,1-49 employees,Technology,Dev,Yes,Yes,Expert - We have a well-established observability practice,Between 6 and 10,"Virtual Machine (VM), Bare Metal, Docker Compose",I don't deploy any Collectors to Kubernetes,I don't deploy the OTel Collector on Kubernetes,Yes,Yes,5,Yes,"Logs, Metrics, Traces","kafkaexporter, otlpexporter, otlphttpexporter","kafkareceiver, otlpreceiver","resourcedetectionprocessor, tailsamplingprocessor",None of these,"basicauthextension, cgroupruntimeextension, headerssetterextension","Stability, Support for more receivers or exporters",Yes,3,Missing sections
9/25/2025 12:54:48,1000+ employees,Technology,Observability,No,Yes,Intermediate - We are setting up an observability practice,I don't know,"Kubernetes, Virtual Machine (VM)",I don't deploy any Collectors to Kubernetes,I don't deploy the OTel Collector on Kubernetes,No,No,1,No,"Logs, Metrics, Traces","otlpexporter, prometheusexporter, prometheusremotewriteexporter","prometheusreceiver, prometheusremotewritereceiver","attributesprocessor, batchprocessor",grafanacloudconnector,observer,"Collector observability, Configuration management and resolution, Support for more receivers or exporters",Yes,3,
