Timestamp,How large is your engineering organization or department? ,What industry do you work in?,What type of team do you work on?,Do you work for an Observability or APM (monitoring) vendor?,Are you running OpenTelemetry in Production?,Where in your Observability journey is your organization?,Where did you get your day 1 information on getting started with OpenTelemetry? (Select all that apply),Do you use OpenTelemetry SDK directly or via vendor SDK of the languages you use?,What environments are you using the OpenTelemetry collector? (select all that apply),Which collector distribution do you use? ,What programming languages are you using with OpenTelemtery? (select all that apply),Which platforms are you running OpenTelemety on? (select all that apply),What kind of service do you regularly work on? (select all that apply),How complex was it to manually instrument your application with OpenTelemetry?,Did you encounter any issues when manually instrumenting your application?,How complex was it to get started with OpenTelemetry SDK? (skip if you don't use),Did you encounter any issues when installing OpenTelemetry SDK in your application? (select all that apply),How complex was it to get started with auto-instrumentation? (skip if you don't use),Did you encounter any issues when using auto-instrumentation in your application? (select all that apply),How complex was it to get started operating the OpenTelemetry Collector?,Did you encounter any issues when operating the OpenTelemetry Collector? (select all that apply or skip if you don't use a Collector),"What could be changed to improve the developer experience? For example:
- Installation of the SDK for the first time 
- Debugging instrumentation
- Setting up telemetry pipelines using the Collector
- Getting telemetry out of your application
- Configuring and using resource detectors
- Troubleshooting problems during SDK setup
- Configuring instrumentation
- Too difficult to adopt OpenTelemery for all signals (tracing, metrics, logs)"
1/5/2025 7:15:31,0-50,Technology,Developer,No,Yes,Intermediate - We are setting up an Observability practice,Language implementation documentation page,Official OpenTelemetry SDK,We don’t use the OpenTelemetry collector,No OpenTelemetry collector,.NET,VMs,"Browser, Backend",2,Context Propagation,2,"Debugging, Exporting data",,none,3,Using OpenTelemetry Collector Transforming Language (OTTL),"Better docs, single source of docs or just information where to find docs related to an instrumentation library, now getting started docs are on the opentelemetry.io page, but to actually understand how to use specific instrumentation libraries you need to find the docs on github.

Now I see that entries on the Registry page link to docs on github. But the registry page includes a lot of libraries, I'm mostly interested in the ""official"" libraries from https://github.com/open-telemetry/opentelemetry-dotnet-contrib, maybe libraries from opentelemetry-dotnet-contrib should be displayed first on the Registry page, instead of ordering by name.

Also each entry on the Registry page take a lot of space so it is not easy to see what libraries are available, just list of directories on github https://github.com/open-telemetry/opentelemetry-dotnet-contrib/tree/main/src shows a better overview of available libraries."
1/6/2025 8:25:43,>1000,Technology,Developer Relations,Yes,Yes,Expert - We have a well-established Observability practice,OpenTelemetry Website,Official OpenTelemetry SDK,Production,Grafana Alloy,"Javascript/Typescript, PHP",Azure,"Operations/Infrastructure, ",5,Configuring resource detectors,5,Documentation was unclear,5,Configuring SDK,5 (very difficult),Documentation was unclear,no
1/6/2025 13:47:04,50-100,other,DevOps,No,No,Intermediate - We are setting up an Observability practice,Language implementation documentation page,Official OpenTelemetry SDK,"Local, Test/Staging",Grafana Alloy,.NET,"Azure serverless environments (Functions, Azure Container Apps, etc.)","Backend, Operations/Infrastructure",2,Context Propagation,2,None,,Don't use,4,"Configuring to export to vendor, Using OpenTelemetry Collector Transforming Language (OTTL)",Nothing comes to mind
1/6/2025 23:53:35,0-50,Advertisement,Developer,No,Yes,Beginner - Learning about observability / Have used monitoring tools,Language implementation documentation page,Official OpenTelemetry SDK,We don’t use the OpenTelemetry collector,No OpenTelemetry collector,"Java, Kotlin",Kubernetes,Backend,4,"Using Tracing API, Using Metrics API",4,"Configuring SDK, Exporting data",,Didn't use auto-instrumentation,3,No issues,- Support for kotlin lang
1/7/2025 6:43:44,100-1000,Technology,Developer,No,No,Beginner - Learning about observability / Have used monitoring tools,OpenTelemetry Website,Official OpenTelemetry SDK,We don’t use the OpenTelemetry collector,No OpenTelemetry collector,"C++, Python, Rust","VMs, Bare metal","Backend, Operations/Infrastructure",4,"Context Propagation, Using Tracing API",2,Exporting data,,Too many steps required,,,"Some developers in our team reported that C++ implementation introduces too many dependencies and it nearly doubles the binary size of our software. This makes us reluctant to adopt the implementations company-wide, and people opt-in for custom implementations."
1/7/2025 7:01:35,50-100,Technology,Developer,No,Yes,Intermediate - We are setting up an Observability practice,OpenTelemetry Website,Official OpenTelemetry SDK,"Local, Test/Staging, Production",OTel Collector-contrib (otel/opentelemetry-collector-contrib),"Go, Javascript/Typescript",Kubernetes,"Backend, Operations/Infrastructure",3,Enriching auto-generated telemetry,3,"Too many steps required, Configuring SDK, Installing instrumentation libraries and plugins",2,"Documentation was unclear, Debugging",2,"Documentation was unclear, Configuring the receivers, Configuring the processors, Configuring the connectors, Configuring the extensions, Configuring to export to vendor","More production examples and real production best practices showing how to name operations, for what to create spans and for what not.
Also, having some nice (not Jaeger) local tool to inspect data would be great. Something like datadog, but just to inspect one file."
1/7/2025 7:13:02,100-1000,Technology,SRE,Yes,Yes,Expert - We have a well-established Observability practice,"GitHub, Peers",Official OpenTelemetry SDK,"Test/Staging, Production",https://github.com/honeycombio/opentelemetry-collector-distro,"Erlang/Elixir, Go, Python, bash/CLI","Kubernetes, AWS, AWS serverless environments (Lambda, Fargate, etc.), Bare metal","Backend, Operations/Infrastructure",4,"Documentation was unclear, Context Propagation, Using Tracing API",4,"Configuring SDK, Debugging, Exporting data",,skip,3,,Troubleshooting problems during SDK setup
1/7/2025 9:33:55,0-50,Technology,Developer,No,No,Beginner - Learning about observability / Have used monitoring tools,Vendor documentation,Official OpenTelemetry SDK,"Local, Test/Staging",OTel Collector-contrib (otel/opentelemetry-collector-contrib),"Go, Java, Javascript/Typescript",Kubernetes,"Backend, Operations/Infrastructure",3,Context Propagation,2,Installing instrumentation libraries and plugins,1,"Disabling specific instrumentation libraries, Installing instrumentation libraries",1 (very easy),"Configuring the processors, Configuring to export to vendor","no auto-instrumentation by default, I prefer explicitly mention which libs to instrument."
1/8/2025 15:28:07,0-50,Finance,DevOps,No,No,Intermediate - We are setting up an Observability practice,OpenTelemetry Website,Official OpenTelemetry SDK,Local,OTel Collector core (otel/opentelemetry-collector),"Go, Javascript/Typescript, PHP",Kubernetes,"Browser, Backend, Operations/Infrastructure",4,"Documentation was unclear, verbose api",4,"Too many steps required, Configuring SDK",3,"Disabling specific instrumentation libraries, Configuring SDK",1 (very easy),No issues,"In the case of PHP SDK, by default all instrumetations are enabled, so to disable it the OTEL_PHP_DISABLED_INSTRUMENTATIONS=all env var must be set, but I think this should be opposite and by default nothing should happen"
1/8/2025 18:50:51,0-50,Technology,SRE,No,Yes,Beginner - Learning about observability / Have used monitoring tools,"OpenTelemetry Website, Workshop",Official OpenTelemetry SDK,"Local, Test/Staging, Production",OTel Collector-contrib (otel/opentelemetry-collector-contrib),"Go, PHP",GCP,"Backend, Operations/Infrastructure",4,"Documentation was unclear, Context Propagation, Using Metrics API, Configuring logging bridge",3,"Documentation was unclear, Too many steps required, Configuring SDK, Installing instrumentation libraries and plugins, Debugging",2,Installing instrumentation libraries,2,"Configuring the receivers, Configuring the processors, Configuring the connectors, Configuring to export to vendor, Using OpenTelemetry Collector Transforming Language (OTTL), lack of comprehensive examples (instead of those unit/function ones)","out of the box versioned examples that work, comprehensive examples, debug faq tips "
1/9/2025 0:01:53,50-100,Technology,Developer,No,Yes,Intermediate - We are setting up an Observability practice,"OpenTelemetry Website, Language implementation documentation page",Official OpenTelemetry SDK,"Test/Staging, Production",OTel Collector OTLP Distro (otel/opentelemetry-collector-otlp),"Go, Java, PHP",Kubernetes,"Mobile, Browser, Backend, Operations/Infrastructure",2,"Using Tracing API, Configuring logging bridge",3,"Too many steps required, Installing instrumentation libraries and plugins, Exporting data",4,"Disabling specific instrumentation libraries, Installing instrumentation libraries, Installing plugins, Exporting data",3,"Documentation was unclear, Configuring the extensions, Configuring to export to vendor",The configuration is relatively complex and the version is updated too quickly
1/12/2025 10:26:19,0-50,Healthcare,DevOps,No,No,Beginner - Learning about observability / Have used monitoring tools,youtube,Official OpenTelemetry SDK,Local,OTel Collector-contrib (otel/opentelemetry-collector-contrib),"Javascript/Typescript, Python, Ruby","Kubernetes, GCP",Browser,4,Using Metrics API,5,"Too many steps required, Debugging",5,Exporting data,5 (very difficult),,"The best would be setup create some video tutorials where an application observability is put together on kubernetes.
"
1/13/2025 12:05:11,100-1000,Technology,SRE,No,Yes,Intermediate - We are setting up an Observability practice,"OpenTelemetry Website, Language implementation documentation page, GitHub, Vendor documentation",Vendor OpenTelemetry SDK,"Test/Staging, Production",Grafana Alloy,"Go, Javascript/Typescript, Python","Kubernetes, GCP, GCP serverless environment (Cloud Run Functions, etc.)",Operations/Infrastructure,3,"legacy apps that do not have SDK available, various languages ",3,Installing instrumentation libraries and plugins,,Installing instrumentation libraries,2,Configuring the processors,-
1/13/2025 12:36:39,100-1000,Technology,SRE,No,Yes,Intermediate - We are setting up an Observability practice,OpenTelemetry Website,I don’t know,"Test/Staging, Production",OTel Collector-contrib (otel/opentelemetry-collector-contrib),"Go, Python",Kubernetes,"Backend, Operations/Infrastructure",3,Haven't used instrumentation.,3,Don't use SDK,,Don't use instrumentation,2,Using OpenTelemetry Collector Transforming Language (OTTL),"Maybe having a repository of use cases for collector pipelines, e.g. replacing statsd-exporter, or scraping and enriching KSM metrics. I would love to help on creating this, as these are real examples that we have written pipelines for!"
1/13/2025 14:48:26,>1000,Technology,Observability,No,Yes,Expert - We have a well-established Observability practice,"GitHub, We’ve been doing it for a long time, so we don’t really fit neatly into those categories. We predate the useful websites and language specific documentation. ",Custom OpenTelemetry SDK,"Local, Test/Staging, Production","A custom build without the ocb, although we should probably switch to ocb instead ","Go, Java, Javascript/Typescript, Lua, Python, Ruby, Rust, Swift","Kubernetes, GCP, GCP serverless environment (Cloud Run Functions, etc.)","Mobile, Browser, Backend, Operations/Infrastructure",4,"Documentation was unclear, Enriching auto-generated telemetry, Using Metrics API, Configuring logging bridge",4,"Documentation was unclear, Configuring SDK, Exporting data",3,Debugging,3,"Documentation was unclear, Configuring the receivers, Configuring the processors, Configuring the connectors, Configuring the extensions, Configuring to export to vendor, Using OpenTelemetry Collector Transforming Language (OTTL)",It’s such a big project I’m honestly not sure where to start recommending improvements 
1/14/2025 5:33:45,>1000,Media,Developer Relations,Yes,Yes,Expert - We have a well-established Observability practice,"OpenTelemetry Website, GitHub",I don’t know,We don’t use the OpenTelemetry collector,No OpenTelemetry collector,"PHP, Python, Rust",Kubernetes,Mobile,5,Documentation was unclear,5,"Documentation was unclear, Exporting data",5,"Documentation was unclear, Configuring SDK",5 (very difficult),"Configuring to export to vendor, Using OpenTelemetry Collector Transforming Language (OTTL)",Where is Recovery me ?
1/14/2025 14:51:16,50-100,Media,Developer,No,No,Intermediate - We are setting up an Observability practice,"OpenTelemetry Website, Language implementation documentation page, GitHub",Official OpenTelemetry SDK,Test/Staging,AWS ADOT,Javascript/Typescript,"AWS, AWS serverless environments (Lambda, Fargate, etc.)","Backend, Operations/Infrastructure",1,Documentation was unclear,1,Debugging,2,"Documentation was unclear, Documentation was unclear and had a lot of difficulty when trying to set up auto-instrumentation for Lambda using AWS SAM. For non-Lambda code it was extremely easy!",2,No issues,Nothing major.
1/15/2025 5:17:51,0-50,Technology,Developer,No,Yes,Intermediate - We are setting up an Observability practice,"OpenTelemetry Website, GitHub",Official OpenTelemetry SDK,"Local, Test/Staging, Production",OTel Collector-contrib (otel/opentelemetry-collector-contrib),Javascript/Typescript,Azure,"Mobile, Browser, Backend",4,"Documentation was unclear, Enriching auto-generated telemetry, Using Tracing API",4,"Configuring SDK, Installing instrumentation libraries and plugins, Debugging",4,"Disabling specific instrumentation libraries, Configuring SDK, Installing instrumentation libraries, Installing plugins",3,,"Getting telemetry out of your application

- Configuring and using resource detectors

- Troubleshooting problems during SDK setup"
1/15/2025 9:21:54,0-50,Technology,other,No,Yes,Intermediate - We are setting up an Observability practice,OpenTelemetry Website,Official OpenTelemetry SDK,"Local, Production",OTel Collector-contrib (otel/opentelemetry-collector-contrib),"Go, Javascript/Typescript, Rust","Kubernetes, Containers","Mobile, Browser, Backend, Operations/Infrastructure, edge/iot",2,Context Propagation,3,Initialization can get very verbose but otherwise manageable once its done,1,no issues,1 (very easy),,"I don't have much here. After coming from a number of different providers, I was fairly satisfied with how easy it was to get a minimal ecosystem up and running."
1/15/2025 12:42:55,0-50,Technology,Developer,No,Yes,Expert - We have a well-established Observability practice,Language implementation documentation page,Official OpenTelemetry SDK,We don’t use the OpenTelemetry collector,No OpenTelemetry collector,"Go, Python",Kubernetes,"Backend, Operations/Infrastructure",3,Context Propagation,3,"Documentation was unclear, Debugging",,N/A,2,Configuring to export to vendor,"My biggest request is more common examples in cookbooks. Simple things like starting traces, propagating baggage. Every time I feel I have to reference my old code or GitHub search for examples"
1/15/2025 12:56:00,100-1000,Finance,DevOps,No,Yes,Intermediate - We are setting up an Observability practice,"Language implementation documentation page, GitHub, Vendor documentation",Official OpenTelemetry SDK,"Test/Staging, Production",RedHat operator,"Java, Javascript/Typescript",Kubernetes,"Backend, Operations/Infrastructure",2,Enriching auto-generated telemetry,3,"Installing instrumentation libraries and plugins, Exporting data",1,"Disabling specific instrumentation libraries, Configuring SDK",2,No issues,Configuring instrumentation 
1/15/2025 13:35:54,0-50,other,SRE,No,Yes,Intermediate - We are setting up an Observability practice,"OpenTelemetry Website, Language implementation documentation page, GitHub",Official OpenTelemetry SDK,"Local, Test/Staging, Production",OTel Collector core (otel/opentelemetry-collector),"Go, Java, Javascript/Typescript","Kubernetes, AWS, Bare metal","Browser, Backend, Operations/Infrastructure",3,none,2,none,2,please make those optional...,2,,Debug and testing complex rules
1/15/2025 14:05:38,100-1000,Technology,Observability,No,Yes,Expert - We have a well-established Observability practice,Googling furiously ,I don’t know,"Test/Staging, Production",OTel Collector-contrib (otel/opentelemetry-collector-contrib),"Go, Rust, zig","Kubernetes, home made container","Backend, Operations/Infrastructure, databases",3,"Documentation was unclear, Configuring logging bridge, Configuring resource detectors",4,Documentation was unclear,3,Documentation was unclear,4,"Documentation was unclear, Configuring the receivers, Configuring the processors, Configuring the connectors, Using OpenTelemetry Collector Transforming Language (OTTL)","- documentation needs A LOT more REAL examples
- clarify when to use what
- generally pretty messy and too many layers of indirection
- setting up pipelines beyond hello world
- best practices "
1/15/2025 14:35:38,0-50,Automotive,Developer,No,Yes,Intermediate - We are setting up an Observability practice,"Language implementation documentation page, GitHub, Vendor documentation, YouTube",Custom OpenTelemetry SDK,We don’t use the OpenTelemetry collector,No OpenTelemetry collector,".NET, Python","Azure, Azure serverless environments (Functions, Azure Container Apps, etc.)","Backend, Operations/Infrastructure",2,"Documentation was unclear, Using Metrics API",2,None,2,None,,,None come to mind
1/15/2025 14:42:19,>1000,Finance,other,No,Yes,Intermediate - We are setting up an Observability practice,OpenTelemetry Website,Official OpenTelemetry SDK,We don’t use the OpenTelemetry collector,No OpenTelemetry collector,Java,"Kubernetes, AWS",Backend,1,None yet,1,Not using but can't skip the question,1,None,1 (very easy),No issues,Nothing yet- we are not far enough in the journey to get our customers' feedback in a productive manner
1/15/2025 14:44:30,0-50,Technology,DevOps,Yes,Yes,Expert - We have a well-established Observability practice,Blogs,Vendor OpenTelemetry SDK,We don’t use the OpenTelemetry collector,No OpenTelemetry collector,Javascript/Typescript,"Kubernetes, AWS","Browser, Backend",4,"Documentation was unclear, Using Tracing API, Using Metrics API, Configuring resource detectors",5,"Documentation was unclear, Too many steps required, Configuring SDK, Installing instrumentation libraries and plugins, Debugging",3,"Documentation was unclear, Too many steps required, Configuring SDK",3,Documentation was unclear,Get someone to redesign the docs site and rewrite the docs
1/15/2025 15:09:19,0-50,Healthcare,Developer,No,Yes,Intermediate - We are setting up an Observability practice,OpenTelemetry Website,Official OpenTelemetry SDK,We don’t use the OpenTelemetry collector,No OpenTelemetry collector,"Java, Javascript/Typescript",Kubernetes,Backend,4,"Context Propagation, Using Tracing API",3,Configuring SDK,2,Disabling specific instrumentation libraries,,,Pipeline 
1/15/2025 15:22:18,0-50,Technology,Developer,Yes,Yes,Expert - We have a well-established Observability practice,"OpenTelemetry Website, Google, blogs, YouTube ",Official OpenTelemetry SDK,"Local, Test/Staging, Production",OTel Collector OTLP Distro (otel/opentelemetry-collector-otlp),"Go, Javascript/Typescript, Python","Kubernetes, AWS, AWS serverless environments (Lambda, Fargate, etc.), VMs","Mobile, Browser, Backend, Operations/Infrastructure",1,Configuring logging bridge,2,Some bugs in auto instrumentation,1,Some bugs in auto-instrumentation ,1 (very easy),No issues,"Stability of sdks across (with traces, logs, metrics support) all major languages to show maturity."
1/15/2025 17:36:15,100-1000,other,DevOps,No,Yes,Expert - We have a well-established Observability practice,"OpenTelemetry Website, Language implementation documentation page",Official OpenTelemetry SDK,"Local, Test/Staging, Production",OTel Collector-contrib (otel/opentelemetry-collector-contrib),".NET, Go, Javascript/Typescript, Python","Kubernetes, VMs","Browser, Backend, Operations/Infrastructure",1,Configuring logging bridge,1,Debugging,,Disabling specific instrumentation libraries,2,"Configuring the processors, Configuring the connectors",More samples
1/15/2025 19:11:38,100-1000,Technology,Developer,No,Yes,Intermediate - We are setting up an Observability practice,"OpenTelemetry Website, GitHub",Official OpenTelemetry SDK,"Test/Staging, Production",Custom build (ocb),"Go, Python","Kubernetes, AWS, VMs","Backend, Operations/Infrastructure",3,vendor support - esp automatic attribute modifications,4,Configuring SDK,2,Documentation was unclear,2,"Configuring the connectors, ocb releases sometimes out of sync with collector","Docs on generating metrics from other signals are sparse, impls incomplete E.g. signaltometrics connector"
1/15/2025 23:00:17,>1000,other,Platform Engineering,No,Yes,Intermediate - We are setting up an Observability practice,"OpenTelemetry Website, GitHub",Official OpenTelemetry SDK,"Local, Production",OTel Collector-contrib (otel/opentelemetry-collector-contrib),".NET, Java, Javascript/Typescript, Python","Kubernetes, VMs",Operations/Infrastructure,3,"Documentation was unclear, Enriching auto-generated telemetry, Configuring logging bridge",3,"Documentation was unclear, Too many steps required, Configuring SDK",3,"Documentation was unclear, Too many steps required, Disabling specific instrumentation libraries, Configuring SDK",1 (very easy),"Configuring the extensions, Using OpenTelemetry Collector Transforming Language (OTTL)",.NET instrumentation
1/15/2025 23:46:43,0-50,Technology,Developer,No,Yes,Intermediate - We are setting up an Observability practice,"OpenTelemetry Website, Language implementation documentation page, GitHub, Vendor documentation",Official OpenTelemetry SDK,We don’t use the OpenTelemetry collector,No OpenTelemetry collector,"Javascript/Typescript, PHP, Rust","GCP, platform.sh","Mobile, Browser, Backend, Operations/Infrastructure",3,"Documentation was unclear, Enriching auto-generated telemetry, Context Propagation",3,"Documentation was unclear, Too many steps required, Configuring SDK, Installing instrumentation libraries and plugins",3,"Documentation was unclear, Disabling specific instrumentation libraries",,,Setting up the underlying protocol libraries is quite hard i most languages.
1/16/2025 2:36:23,100-1000,Media,Observability,No,Yes,Expert - We have a well-established Observability practice,OpenTelemetry Website,Official OpenTelemetry SDK,"Test/Staging, Production",Custom build (ocb),"Java, Javascript/Typescript","AWS, AWS serverless environments (Lambda, Fargate, etc.), Heroku","Backend, Operations/Infrastructure",2,"Enriching auto-generated telemetry, Different versions of semantic conventions in use by SDKs",3,"Debugging, Exporting data",1,Issues with JS import order,1 (very easy),No issues,"I would _love_ an easier local developer set up to help engineers get started and debug and use OTel locally to get the most value from it. We don't yet support tracing centrally, but there's no reason engineers couldn't benefit from it locally! I know the collector can do it, but not many teams are using docker here so bringing all the components together is a bit of an exercise."
1/16/2025 2:47:39,100-1000,Media,SRE,No,Yes,Expert - We have a well-established Observability practice,OpenTelemetry Website,Official OpenTelemetry SDK,"Test/Staging, Production",OTel Collector core (otel/opentelemetry-collector),Javascript/Typescript,"AWS, Heroku","Browser, Backend",4,Enriching auto-generated telemetry,3,"Configuring SDK, Debugging",1,Augmenting auto-instrumentations with our own data,3,No issues,"It's been generally good however I have a few gripes with the setup of the SDKs. It may be that there's no documentation on this but we're trying to use the SDK without leaning on the built-in OTEL_ environment variables, this isn't easy and it's possible for rogue environment variables to mess with our configuration which we'd rather maintain in the code itself. I think the ability to turn _off_ environment variables would be useful.

We also had issues with augmenting the existing instrumentation, the main example being to add the first part of the request path to fetch instrumentations in JavaScript. It's just not possible from what we can tell as the auto-instrumentations are really strict about the data format."
1/16/2025 3:29:53,100-1000,Technology,Developer,Yes,Yes,Expert - We have a well-established Observability practice,OpenTelemetry Website,Official OpenTelemetry SDK,"Local, Test/Staging, Production",datadog,Go,Kubernetes,"Backend, Operations/Infrastructure",4,"Documentation was unclear, Configuring logging bridge",4,"Documentation was unclear, the otel logging sdk for go is not very ergonomic, and the slog bridge feels clunky",,"we don't autoinstrument, I skipped the previous question but this is required",2,"datadog's otel collector is quite simple to use, locally we use alloy and that is not that well documented, I'd still consider it easy-ish though","focusing on the go sdks:
* tracing is very nice, feels natural to use
* metrics are middle of the road, the api feels clunkier than prometheus, so I needed to develop wrappers to offer a more prometheus-like experience on top of otel metrics
* logging feels just bad, slog is an amazing interface and at least there's the slog bridge, but it's not something I enjoy using

overall documentation is just very lackluster, it only has ""toy"" examples and there's barely any info about how to correctly manage the lifecycle of providers, how to correctly inject and extract info from the contexts, especially on api environments, how to trace and get metrics for api calls, with correct error statuses, etc."
1/16/2025 10:17:48,100-1000,Technology,Developer,No,Yes,Intermediate - We are setting up an Observability practice,"OpenTelemetry Website, Language implementation documentation page",Official OpenTelemetry SDK,"Test/Staging, Production",OTel Collector-contrib (otel/opentelemetry-collector-contrib),"Go, Javascript/Typescript",Kubernetes,"Browser, Backend, Operations/Infrastructure",2,Documentation was unclear,2,Debugging,1,Documentation was unclear,2,"Documentation was unclear, Configuring the receivers, Configuring the processors","Clear, unified, and more conveniently searchable receiver documentation"
1/16/2025 10:31:41,0-50,Technology,Developer,No,Yes,Intermediate - We are setting up an Observability practice,Qiita,Vendor OpenTelemetry SDK,"Test/Staging, Production",OTel Collector-k8s (otel/opentelemetry-collector-k8s),Kotlin,"Kubernetes, GCP, VMs","Backend, Operations/Infrastructure",2,Configuring resource detectors,3,"Documentation was unclear, Too many steps required, Configuring SDK, Installing instrumentation libraries and plugins, Debugging, Exporting data, ",,"Documentation was unclear, Too many steps required, Disabling specific instrumentation libraries, Configuring SDK, Installing instrumentation libraries, Installing plugins, Debugging, Exporting data, ",3,"Documentation was unclear, Configuring the receivers, Configuring the processors, Configuring the connectors, Configuring the extensions, Configuring to export to vendor, Using OpenTelemetry Collector Transforming Language (OTTL), No issues, ",Configuring instrumentation
1/16/2025 10:57:48,>1000,Finance,Observability,Yes,Yes,Expert - We have a well-established Observability practice,OpenTelemetry Website,Official OpenTelemetry SDK,"Test/Staging, Production",OTel Collector-k8s (otel/opentelemetry-collector-k8s),"Go, Java, Python","Kubernetes, Azure","Browser, Backend, Operations/Infrastructure",4,"Documentation was unclear, Configuring resource detectors",2,Too many steps required,2,Installing plugins,2,No issues,"Following the document, more examples could help"
1/16/2025 13:20:47,100-1000,Automotive,Observability,No,Yes,Intermediate - We are setting up an Observability practice,"OpenTelemetry Website, Language implementation documentation page, GitHub",Official OpenTelemetry SDK,"Test/Staging, Production",Custom build (ocb),"Go, Javascript/Typescript, Python",Kubernetes,"Backend, Operations/Infrastructure",3,Context Propagation,3,Configuring SDK,3,N/A,4,"Configuring the receivers, Configuring the processors, Configuring the extensions","The maturity of the collector can make it difficult to keep up. There are API changes as well as proposed changes to various components (exporterhelper is currently being broken out into separate helpers for queuing?). As a user it is difficult to know what the current state is and the direction. For example, there may be several GitHub issues that may or may not be related to a question I am trying to answer but they are often left seemingly unresolved."
1/17/2025 2:46:13,100-1000,Technology,Developer,No,Yes,Intermediate - We are setting up an Observability practice,"OpenTelemetry Website, GitHub, Vendor documentation",Official OpenTelemetry SDK,"Local, Test/Staging, Production",OTel Collector-contrib (otel/opentelemetry-collector-contrib),Python,"Kubernetes, AWS",Backend,4,Documentation was unclear,4,"Documentation was unclear, Installing instrumentation libraries and plugins, Debugging",3,Sanic is not supported,2,,Better documentation for Python that is not for Flask
1/18/2025 0:33:25,0-50,Technology,DevOps,Yes,Yes,Beginner - Learning about observability / Have used monitoring tools,GitHub,Official OpenTelemetry SDK,Production,OTel Collector-contrib (otel/opentelemetry-collector-contrib),".NET, Javascript/Typescript",Azure,"Browser, Backend",3,"Documentation was unclear, Context Propagation, Using Tracing API, Using Metrics API",3,Documentation was unclear,3,Configuring SDK,3,No issues,NA
1/18/2025 7:11:37,>1000,Finance,Observability,Yes,Yes,Expert - We have a well-established Observability practice,"OpenTelemetry Website, GitHub",Official OpenTelemetry SDK,"Local, Test/Staging, Production",Custom build (ocb),".NET, Java, Javascript/Typescript, Python","Kubernetes, VMs, Bare metal","Backend, Operations/Infrastructure",3,Documentation was unclear,3,"Documentation was unclear, Installing instrumentation libraries and plugins, Exporting data",1,easy,5 (very difficult),"Documentation was unclear, Configuring the receivers, Configuring the processors, Using OpenTelemetry Collector Transforming Language (OTTL)",Configuring and using resource detectors
1/18/2025 22:02:24,0-50,Technology,Developer,No,Yes,Beginner - Learning about observability / Have used monitoring tools,OpenTelemetry Website,Official OpenTelemetry SDK,Test/Staging,OTel Collector core (otel/opentelemetry-collector),Javascript/Typescript,Bare metal,"Browser, Backend, Operations/Infrastructure",3,"Documentation was unclear, Context Propagation",3,Debugging,2,Disabling specific instrumentation libraries,2,Configuring the processors, Troubleshooting problems during SDK setup
1/19/2025 0:32:25,>1000,Technology,Platform Engineering,No,Yes,Intermediate - We are setting up an Observability practice,"OpenTelemetry Website, GitHub",Official OpenTelemetry SDK,"Test/Staging, Production",Custom build (ocb),"Go, Java, Javascript/Typescript, Python","AWS, VMs","Backend, Operations/Infrastructure",2,"Context Propagation, Configuring logging bridge",3,Installing instrumentation libraries and plugins,3,"Installing instrumentation libraries, Debugging, Exporting data",2,Using OpenTelemetry Collector Transforming Language (OTTL),More example usages documented
1/19/2025 4:06:59,100-1000,Travel & Leisure,Developer,No,Yes,Expert - We have a well-established Observability practice,Vendor documentation,Official OpenTelemetry SDK,Production,OTel Collector OTLP Distro (otel/opentelemetry-collector-otlp),"Java, Python","Kubernetes, AWS serverless environments (Lambda, Fargate, etc.)",Backend,2,Using Metrics API,2,Debugging,2,Disabling specific instrumentation libraries,3,"Configuring the receivers, Configuring the processors, Configuring the connectors","Metrics API should be simplified. For example, to provide the metrics annotations."
1/20/2025 5:45:19,0-50,Technology,Developer,No,Yes,Intermediate - We are setting up an Observability practice,GitHub,Official OpenTelemetry SDK,"Test/Staging, Production",AWS ADOT,Erlang/Elixir,"AWS serverless environments (Lambda, Fargate, etc.)",Backend,3,"Documentation was unclear, Configuring logging bridge",3,"Too many steps required, Installing instrumentation libraries and plugins",3,"Documentation was unclear, Installing instrumentation libraries",5 (very difficult),"Documentation was unclear, Configuring the receivers, Configuring the processors, Configuring the connectors, Configuring the extensions, Configuring to export to vendor","1. Installing the SDK and seeing the traces/metrics/logs in the vendor;
2. Having guides on good practices and how to implementit."
1/20/2025 5:52:13,0-50,Research,Developer,Yes,Yes,Beginner - Learning about observability / Have used monitoring tools,"OpenTelemetry Website, ",I don’t know,Local,English,Google,Bd,Mobile,2,Any space,2,Configuring SDK,2,"Too many steps required, Configuring SDK, Installing instrumentation libraries, Installing plugins",1 (very easy),"Configuring the receivers, Configuring the extensions, Configuring to export to vendor, No issues",Grameen and Robi 
1/20/2025 6:55:23,0-50,Automotive,Platform Engineering,No,Yes,Intermediate - We are setting up an Observability practice,"OpenTelemetry Website, GitHub",Official OpenTelemetry SDK,"Local, Test/Staging, Production",OTel Collector-contrib (otel/opentelemetry-collector-contrib),"Go, Python, Scala ","Kubernetes, GCP",Operations/Infrastructure,4,"Configuring resource detectors, It was hard to figure out how datadog interprets hotel traces",3,Configuring SDK,,Did not use,4,"Configuring the connectors, Getting k8s attributes to work with istio sidecars was hard.  Getting the datadog connector working was confusing",Better examples of connecting to third-party tracing services
